student_name,roll_number,branch,semester,attendance_pct,internal_marks,assignment_score,quiz_score,study_hours_per_week,previous_cgpa,activity_participation,final_percentage,pass_fail,grade
Sonal Malhotra,ME20240748,ME,1,68.5,37.6,48.2,75.2,30.1,6.41,None,72.01,1,B
Suresh Saxena,CSE20240749,CSE,3,68.3,28.2,61.3,49.7,23.9,8.54,None,67.35,1,B
Aarti Mehta,ME20240750,ME,4,58.6,16.3,62.7,92.5,26.6,7.36,None,59.89,1,C
Akash Reddy,CE20240751,CE,3,68.8,35.7,13.2,40.7,21.0,7.46,Medium,56.23,1,C
Vikram Mishra,CE20240752,CE,7,44.1,28.2,36.3,72.5,24.8,7.5,Low,64.68,1,C
Akash Das,CSE20240753,CSE,3,63.2,0.2,37.9,89.5,30.0,5.92,Medium,54.39,1,C
Kunal Jain,ME20240754,ME,1,66.9,37.4,80.1,27.7,15.7,6.77,Low,63.19,1,C
Preeti Pandey,ME20240755,ME,4,67.4,27.7,81.2,50.4,1.4,4.25,Medium,47.15,1,D
Tushar Reddy,ME20240756,ME,6,67.7,42.4,69.1,83.1,11.5,8.48,Medium,76.39,1,B
Neha Kapoor,EE20240757,EE,5,70.9,14.9,80.1,83.5,17.1,1.19,Medium,57.22,1,C
Ankita Srivastava,ECE20240758,ECE,1,80.6,0.0,58.4,54.2,14.6,6.04,Medium,33.45,0,F
Deepak Mishra,EE20240759,EE,1,87.7,31.3,88.4,41.8,4.0,8.25,None,67.35,1,B
Manish Pillai,ECE20240760,ECE,6,60.3,31.5,62.2,79.0,1.0,3.75,Low,53.28,1,C
Tanvi Khanna,ME20240761,ME,4,50.3,7.7,63.3,84.0,8.1,6.92,Medium,48.81,1,D
Aman Agarwal,ME20240762,ME,4,53.2,16.3,56.2,32.4,20.5,4.97,Low,40.62,1,D
Amit Pandey,EE20240763,EE,8,63.2,50.0,77.1,31.5,26.6,5.54,High,71.15,1,B
Rahul Iyer,EE20240764,EE,7,65.7,24.3,52.7,63.0,21.3,7.9,High,69.78,1,B
Kunal Nair,ECE20240765,ECE,3,58.1,36.8,83.5,71.8,22.5,6.56,High,69.55,1,B
Simran Saxena,CE20240766,CE,7,48.7,20.2,37.1,51.4,13.4,2.54,Low,45.6,1,D
Sonal Reddy,ECE20240767,ECE,6,63.8,2.9,37.8,72.9,0.1,4.44,Medium,34.97,0,F
Aditya Tiwari,EE20240768,EE,7,75.3,26.0,77.1,42.4,10.4,7.96,Low,64.82,1,C
Aarti Kumar,EE20240769,EE,6,82.7,24.8,60.1,11.5,11.9,7.01,Low,53.68,1,C
Mohit Singh,CSE20240770,CSE,4,62.0,23.2,52.0,48.7,10.0,9.35,Low,57.89,1,C
Suresh Bhatia,EE20240771,EE,3,64.6,26.6,81.6,59.4,14.4,9.23,None,64.85,1,C
Neha Joshi,CSE20240772,CSE,7,55.3,31.2,48.6,51.9,17.5,5.58,Low,58.19,1,C
Ankit Tiwari,CE20240773,CE,1,71.4,26.2,57.6,32.5,20.8,10.0,Low,48.76,1,D
Pooja Tiwari,ECE20240774,ECE,2,56.7,12.8,92.8,18.1,11.8,6.24,High,42.59,1,D
Amit Chopra,ECE20240775,ECE,8,82.3,33.8,95.9,46.7,0.0,4.47,Low,64.04,1,C
Divya Mehta,CSE20240776,CSE,5,39.9,4.6,96.6,77.7,10.1,5.06,High,39.32,0,F
Ritu Patel,ECE20240777,ECE,1,65.5,3.4,55.8,85.6,14.3,2.14,Low,40.64,1,D
Bhavna Pillai,EE20240778,EE,4,77.4,36.9,89.1,84.1,23.8,9.09,None,79.22,1,B
Swati Pandey,ME20240779,ME,5,75.3,34.1,41.1,40.0,9.5,9.07,Medium,57.61,1,C
Tushar Patel,CSE20240780,CSE,2,100.0,27.3,42.0,32.6,18.1,4.37,Medium,53.96,1,C
Ishita Mehta,ECE20240781,ECE,2,78.3,11.3,10.3,68.9,16.3,5.79,None,47.31,1,D
Pooja Iyer,CSE20240782,CSE,3,53.9,19.5,98.8,72.0,14.4,6.37,Low,64.85,1,C
Aditya Gupta,CSE20240783,CSE,5,70.3,24.8,43.0,66.8,21.4,4.47,Low,50.69,1,C
Kavita Pillai,ME20240784,ME,3,40.0,8.8,59.2,13.7,8.7,3.04,Low,27.69,0,F
Ishita Kumar,EE20240785,EE,1,70.5,19.1,42.0,38.9,9.4,5.82,Medium,44.71,1,D
Mohit Pillai,CSE20240786,CSE,6,57.0,35.8,77.3,57.3,13.9,5.62,Medium,50.79,1,C
Amit Srivastava,ECE20240787,ECE,6,88.5,45.1,53.7,68.7,8.9,5.5,None,69.79,1,B
Ritu Das,CE20240788,CE,6,62.1,23.0,33.3,74.9,18.1,6.6,High,62.25,1,C
Rashmi Chopra,CSE20240789,CSE,5,69.9,37.1,71.7,61.2,8.3,8.77,Low,73.28,1,B
Ankita Chopra,CSE20240790,CSE,6,60.6,5.0,30.5,65.3,15.8,5.65,Medium,38.56,0,F
Jyoti Iyer,ME20240791,ME,1,100.0,35.9,43.6,59.9,13.2,6.51,Medium,61.78,1,C
Pankaj Sharma,EE20240792,EE,3,66.2,18.4,15.6,73.1,15.7,7.51,High,54.04,1,C
Nikhil Patel,CE20240793,CE,5,100.0,31.7,30.7,64.9,10.3,7.2,Low,68.21,1,B
Sneha Mishra,ECE20240794,ECE,3,86.7,25.0,65.9,59.4,11.3,5.09,Medium,61.37,1,C
Karan Nair,CE20240795,CE,5,80.7,43.8,18.8,52.1,14.8,6.37,Low,63.88,1,C
Shruti Pillai,ECE20240796,ECE,3,78.6,17.5,29.4,59.8,15.6,7.19,Medium,59.74,1,C
Bhavna Singh,EE20240797,EE,2,79.1,35.5,61.9,68.7,14.0,4.17,Low,59.72,1,C
Sonal Patel,ECE20240798,ECE,3,37.3,24.6,50.0,63.9,27.6,8.47,Low,55.85,1,C
Manish Singh,ME20240799,ME,6,67.0,26.1,100.0,66.4,6.1,8.78,High,77.28,1,B
Manish Kumar,ME20240800,ME,2,87.2,25.8,100.0,87.5,13.5,4.9,None,68.21,1,B
Sonal Joshi,ME20240801,ME,3,71.1,17.9,42.9,63.8,1.4,6.55,High,46.01,1,D
Siddharth Yadav,ME20240802,ME,5,46.7,27.8,74.3,43.7,17.0,7.36,High,55.88,1,C
Karan Kumar,CE20240803,CE,5,71.1,27.2,78.5,77.4,5.1,5.22,Medium,57.12,1,C
Anjali Mishra,EE20240804,EE,8,100.0,30.9,48.9,27.9,11.8,7.07,Low,62.81,1,C
Aman Yadav,ECE20240805,ECE,5,94.4,29.0,29.1,34.2,11.0,6.49,Low,51.38,1,C
Preeti Yadav,ECE20240806,ECE,4,70.9,37.6,61.7,65.4,16.2,3.56,High,65.79,1,B
Arjun Kumar,ME20240807,ME,1,89.1,39.1,58.2,69.4,9.6,7.03,None,65.77,1,B
Suresh Reddy,ME20240808,ME,5,65.4,15.4,52.4,30.6,9.2,4.22,Medium,32.74,0,F
Vivek Reddy,CSE20240809,CSE,2,41.3,38.4,71.7,49.6,25.5,7.89,Medium,66.9,1,B
Bhavna Malhotra,EE20240810,EE,8,55.4,13.8,45.5,44.7,16.3,4.99,High,46.81,1,D
Sakshi Verma,CE20240811,CE,5,100.0,35.1,36.7,47.3,9.5,5.91,Medium,65.48,1,B
Aman Patel,ECE20240812,ECE,4,67.1,35.4,64.4,78.8,12.0,8.67,Medium,66.74,1,B
Nisha Joshi,CSE20240813,CSE,6,67.6,5.1,70.5,73.5,27.2,7.09,None,51.21,1,C
Pankaj Chopra,CSE20240814,CSE,2,66.6,29.1,36.1,57.6,12.1,4.26,Low,53.85,1,C
Bhavna Chauhan,ECE20240815,ECE,4,100.0,22.4,82.4,46.0,8.5,4.37,None,66.74,1,B
Aman Kumar,CE20240816,CE,6,100.0,18.9,23.0,28.3,8.5,5.12,High,50.01,1,C
Preeti Sharma,CSE20240817,CSE,7,100.0,44.2,49.3,89.2,9.6,6.91,Medium,79.26,1,B
Aditya Malhotra,CSE20240818,CSE,7,69.1,20.2,56.3,71.0,9.2,6.84,Medium,55.47,1,C
Simran Sharma,EE20240819,EE,2,77.3,18.3,48.0,42.5,3.8,4.68,Medium,39.94,0,F
Komal Bhatia,CE20240820,CE,3,44.7,28.9,49.6,73.8,5.0,4.1,Medium,55.64,1,C
Pankaj Pillai,CSE20240821,CSE,1,98.6,36.2,100.0,56.5,7.4,6.71,None,77.75,1,B
Ishita Thakur,CE20240822,CE,8,51.0,26.3,43.3,51.7,18.7,5.87,Low,55.13,1,C
Ishita Malhotra,ECE20240823,ECE,1,75.9,42.0,100.0,67.6,11.0,10.0,None,78.16,1,B
Shruti Jain,ME20240824,ME,4,52.2,34.4,71.6,41.7,12.3,6.27,Medium,61.6,1,C
Akash Pillai,CSE20240825,CSE,6,61.4,1.9,64.0,50.4,24.2,9.47,None,55.11,1,C
Tanvi Dubey,EE20240826,EE,1,56.9,21.6,72.5,60.7,24.4,4.09,Medium,64.0,1,C
Nisha Agarwal,ECE20240827,ECE,6,61.1,21.3,100.0,47.0,11.7,3.37,Medium,59.34,1,C
Deepak Jain,CE20240828,CE,6,62.3,33.8,40.1,72.7,9.0,4.18,Low,55.62,1,C
Harsh Singh,ECE20240829,ECE,4,62.1,0.0,37.4,99.1,7.1,8.34,None,40.64,1,D
Divya Kapoor,CSE20240830,CSE,4,87.0,50.0,45.4,41.4,19.5,9.36,Low,75.61,1,B
Nisha Thakur,CE20240831,CE,4,52.1,34.4,62.7,21.4,12.4,4.79,Low,52.3,1,C
Sonal Mehta,ME20240832,ME,1,76.0,29.8,24.0,14.0,10.9,5.37,Medium,51.63,1,C
Anjali Reddy,ECE20240833,ECE,7,93.9,42.2,62.5,54.7,7.5,4.1,None,72.25,1,B
Akash Sharma,CSE20240834,CSE,4,62.8,50.0,99.3,43.4,7.8,2.94,High,67.85,1,B
Rahul Verma,EE20240835,EE,8,59.1,38.4,65.3,62.6,16.6,7.49,Medium,77.59,1,B
Rashmi Verma,CE20240836,CE,1,67.9,39.4,55.6,60.9,3.5,6.6,None,52.73,1,C
Karan Kumar,ECE20240837,ECE,4,93.2,29.6,48.4,22.7,22.0,6.22,Medium,62.53,1,C
Mohit Verma,ECE20240838,ECE,5,75.5,26.3,81.8,18.1,9.7,3.68,Medium,48.69,1,D
Ankit Chauhan,ME20240839,ME,6,62.4,22.3,43.8,64.5,12.8,9.15,Medium,48.76,1,D
Pooja Bhatia,ME20240840,ME,8,80.7,18.1,100.0,61.0,3.3,5.29,None,57.09,1,C
Pankaj Thakur,EE20240841,EE,4,52.2,19.8,100.0,48.6,13.9,7.16,None,49.56,1,D
Ankit Pillai,EE20240842,EE,2,84.3,11.8,67.6,21.5,11.4,3.58,Low,44.04,1,D
Nisha Malhotra,CSE20240843,CSE,6,79.4,27.1,61.7,68.4,13.6,5.86,Low,61.81,1,C
Komal Gupta,CSE20240844,CSE,6,66.5,7.8,84.7,86.0,25.8,6.72,Medium,66.43,1,B
Siddharth Tiwari,EE20240845,EE,4,56.9,30.3,86.1,64.1,15.4,6.79,Medium,57.06,1,C
Vivek Pillai,EE20240846,EE,7,56.0,27.6,44.3,39.4,7.6,6.48,High,56.72,1,C
Manish Mishra,CE20240847,CE,3,81.6,29.8,50.4,59.0,8.3,7.09,None,60.83,1,C
Preeti Khanna,ME20240848,ME,7,94.1,21.7,32.9,27.9,18.8,4.17,None,54.89,1,C
Jyoti Verma,CSE20240849,CSE,4,60.5,50.0,71.0,81.3,24.4,6.56,Medium,75.23,1,B
Nikhil Singh,ME20240850,ME,6,80.3,44.3,76.7,59.8,16.3,6.4,Low,66.2,1,B
Rohan Sharma,ME20240851,ME,8,34.4,13.1,32.3,19.1,19.5,6.62,Low,30.36,0,F
Nikhil Singh,EE20240852,EE,2,61.5,30.8,52.0,51.4,18.9,6.33,Medium,52.47,1,C
Ishita Chauhan,CE20240853,CE,8,71.4,20.7,32.4,68.2,25.4,3.91,None,54.32,1,C
Ankita Jain,ECE20240854,ECE,8,55.6,15.8,42.2,50.7,0.0,3.83,Medium,47.58,1,D
Sonal Srivastava,CE20240855,CE,6,55.1,11.9,74.1,51.9,19.3,2.21,Low,41.69,1,D
Manish Jain,CE20240856,CE,7,60.0,33.2,45.9,31.1,21.9,7.67,Medium,61.78,1,C
Sakshi Chopra,ME20240857,ME,2,77.3,19.8,55.4,70.5,3.3,7.69,High,51.99,1,C
Amit Malhotra,CE20240858,CE,1,68.6,39.6,26.2,43.7,6.9,7.72,None,58.21,1,C
Ishita Iyer,CSE20240859,CSE,5,31.7,39.9,66.1,10.6,7.2,6.75,High,56.06,1,C
Anjali Patel,ME20240860,ME,6,33.8,44.5,61.0,49.8,8.2,2.36,Medium,45.48,1,D
Neha Agarwal,CSE20240861,CSE,4,61.1,17.8,46.0,79.6,10.1,4.35,High,50.99,1,C
Ankit Khanna,ECE20240862,ECE,1,80.2,33.7,57.8,49.5,15.9,6.51,Low,66.8,1,B
Divya Tiwari,ME20240863,ME,5,22.5,35.6,66.0,96.2,20.9,6.44,Medium,48.35,1,D
Neha Agarwal,ECE20240864,ECE,4,63.0,22.3,44.1,67.4,22.7,5.8,Low,62.03,1,C
Nikhil Kapoor,ME20240865,ME,8,62.5,18.7,29.5,65.5,7.3,6.86,Medium,51.48,1,C
Aarti Mehta,EE20240866,EE,3,97.0,47.3,100.0,55.2,7.2,6.22,Medium,82.54,1,A
Aarti Reddy,CE20240867,CE,4,65.1,30.7,48.1,56.5,24.5,6.42,Low,58.25,1,C
Neha Nair,EE20240868,EE,2,78.9,35.6,59.9,52.2,19.2,5.05,High,57.16,1,C
Neha Joshi,ECE20240869,ECE,2,74.5,18.1,84.2,51.4,14.7,7.97,Low,63.09,1,C
Swati Kumar,CE20240870,CE,3,33.6,13.4,100.0,69.7,17.8,5.42,Low,51.54,1,C
Aman Mishra,ME20240871,ME,1,85.8,21.2,34.6,37.4,13.8,3.8,Medium,49.37,1,D
Nikhil Gupta,CE20240872,CE,5,75.9,26.5,71.9,34.3,18.2,4.81,Medium,63.06,1,C
Swati Srivastava,CSE20240873,CSE,4,81.1,15.2,46.4,33.3,11.3,5.57,Low,51.27,1,C
Aarti Sharma,CE20240874,CE,2,100.0,27.9,50.1,100.0,16.2,7.99,Low,82.61,1,A
Priya Chopra,CSE20240875,CSE,1,34.5,7.7,46.2,69.7,1.9,6.12,High,41.56,1,D
Ritu Chauhan,CE20240876,CE,3,100.0,14.6,37.2,64.7,8.5,5.86,Medium,51.54,1,C
Ankita Thakur,CSE20240877,CSE,7,66.8,36.1,61.1,34.7,8.6,3.95,None,52.91,1,C
Akash Singh,ECE20240878,ECE,6,77.2,35.2,29.6,71.7,11.0,7.61,Low,64.98,1,C
Jyoti Sharma,EE20240879,EE,7,71.2,23.3,82.8,55.4,6.6,5.03,High,63.89,1,C
Sneha Kapoor,ME20240880,ME,7,64.4,15.8,63.2,62.7,9.7,6.02,Medium,45.28,1,D
Nikhil Singh,CE20240881,CE,2,61.7,15.7,71.3,36.5,1.9,8.86,High,53.17,1,C
Komal Mishra,EE20240882,EE,8,77.9,23.5,51.7,61.5,18.4,7.12,Low,68.14,1,B
Karan Jain,ME20240883,ME,8,44.7,35.7,53.9,48.7,13.3,3.27,Medium,50.71,1,C
Ankita Gupta,ME20240884,ME,3,85.5,39.1,68.3,41.2,0.4,3.01,Medium,63.85,1,C
Ankit Pandey,CSE20240885,CSE,4,64.5,22.0,36.4,74.2,7.3,6.08,Low,54.4,1,C
Divya Chopra,ECE20240886,ECE,8,51.7,14.2,54.1,24.2,16.7,4.02,Medium,45.67,1,D
Simran Nair,ECE20240887,ECE,7,63.9,31.2,43.1,70.4,9.7,7.37,Medium,56.34,1,C
Gaurav Patel,EE20240888,EE,8,94.6,18.1,42.4,73.1,8.4,6.28,Low,53.29,1,C
Rahul Kumar,ECE20240889,ECE,7,62.4,21.8,15.6,38.6,13.4,6.5,High,47.71,1,D
Rohan Thakur,CE20240890,CE,5,78.5,43.9,91.5,40.0,16.7,4.93,High,64.28,1,C
Tushar Patel,ECE20240891,ECE,2,58.8,37.9,46.9,53.1,2.5,9.33,High,61.98,1,C
Aditya Dubey,EE20240892,EE,2,85.6,29.9,87.6,64.2,18.4,10.0,High,78.7,1,B
Neha Dubey,ECE20240893,ECE,4,84.3,12.7,85.5,54.6,7.6,5.7,Low,64.1,1,C
Aman Kapoor,CE20240894,CE,8,100.0,30.5,33.7,67.5,13.9,6.84,Low,66.68,1,B
Neha Joshi,CSE20240895,CSE,8,68.8,40.8,38.1,96.8,13.7,6.38,High,73.52,1,B
Suresh Patel,EE20240896,EE,6,84.0,23.5,100.0,46.8,9.8,5.73,Low,67.94,1,B
Rohan Chauhan,CSE20240897,CSE,1,73.8,44.2,100.0,20.3,5.8,4.7,Low,59.08,1,C
Aarti Patel,CSE20240898,CSE,5,95.3,43.5,61.3,76.2,11.7,4.25,Medium,71.41,1,B
Ishita Gupta,CSE20240899,CSE,2,59.1,48.0,67.7,95.0,27.0,4.16,None,85.34,1,A
Karan Thakur,ME20240900,ME,5,85.4,31.7,48.1,66.6,3.1,6.93,Medium,62.41,1,C
Swati Yadav,ME20240901,ME,2,68.5,35.0,71.5,34.1,27.5,5.26,Low,67.89,1,B
Suresh Jain,CSE20240902,CSE,5,70.8,45.0,46.2,55.3,11.9,1.56,Low,62.52,1,C
Neha Reddy,EE20240903,EE,3,73.7,33.4,17.3,33.4,14.3,7.0,High,48.73,1,D
Harsh Mishra,CE20240904,CE,7,76.5,22.0,32.9,72.1,5.3,6.13,Medium,55.62,1,C
Pooja Das,CE20240905,CE,2,69.9,22.6,62.5,28.3,7.8,8.62,Medium,56.01,1,C
Karan Yadav,ECE20240906,ECE,5,75.9,30.9,37.1,51.4,10.0,6.87,Medium,59.86,1,C
Jyoti Tiwari,EE20240907,EE,8,100.0,12.5,60.5,35.9,5.6,3.54,High,46.65,1,D
Divya Chauhan,ME20240908,ME,1,89.7,26.3,38.4,60.8,12.3,2.19,Medium,48.25,1,D
Neha Rajput,CSE20240909,CSE,3,87.6,41.2,44.8,49.9,10.7,4.9,Medium,61.47,1,C
Arjun Singh,ECE20240910,ECE,3,63.8,1.7,80.8,61.9,28.8,5.07,High,52.33,1,C
Tanvi Patel,CE20240911,CE,1,56.0,46.4,67.4,58.5,4.7,7.9,None,72.23,1,B
Deepak Joshi,ME20240912,ME,5,89.2,41.5,61.8,36.3,14.8,6.18,High,78.36,1,B
Karan Mehta,ME20240913,ME,8,87.8,22.5,81.3,71.8,16.0,8.24,Low,75.62,1,B
Harsh Bhatia,CSE20240914,CSE,4,98.5,34.5,72.6,56.9,5.4,3.82,Medium,69.26,1,B
Divya Chopra,CE20240915,CE,1,61.1,28.0,93.8,36.3,19.5,7.94,None,57.5,1,C
Rashmi Malhotra,EE20240916,EE,5,67.9,42.8,51.9,100.0,10.8,7.5,Medium,71.17,1,B
Neha Chauhan,ME20240917,ME,1,42.5,39.8,52.5,68.5,0.0,2.57,Medium,52.95,1,C
Aarti Pillai,CSE20240918,CSE,1,64.9,11.2,33.4,54.6,19.3,8.58,High,49.31,1,D
Manish Jain,EE20240919,EE,2,89.9,35.0,52.6,89.1,5.1,6.37,High,73.45,1,B
Nisha Srivastava,CE20240920,CE,5,63.6,25.5,83.2,98.5,5.6,6.91,High,71.09,1,B
Tushar Sharma,ME20240921,ME,4,83.5,29.0,90.6,54.8,19.5,4.64,Low,68.03,1,B
Swati Yadav,EE20240922,EE,7,68.6,19.3,83.1,65.6,11.2,8.5,High,69.35,1,B
Aarti Gupta,EE20240923,EE,2,77.8,49.0,22.5,36.3,21.3,4.07,Low,56.29,1,C
Sonal Das,EE20240924,EE,1,51.3,40.5,85.8,54.8,23.7,7.7,High,76.74,1,B
Ankita Dubey,ME20240925,ME,7,73.5,19.1,21.6,53.6,8.8,7.68,Low,46.27,1,D
Komal Patel,ME20240926,ME,6,18.2,12.0,81.8,62.1,20.3,4.45,Medium,39.77,0,F
Tanvi Chauhan,ECE20240927,ECE,7,68.6,23.4,53.9,65.3,8.0,9.77,High,65.62,1,B
Rashmi Rajput,CE20240928,CE,1,42.7,33.2,77.5,70.3,31.9,6.62,High,74.29,1,B
Rashmi Dubey,CSE20240929,CSE,1,93.7,30.9,32.7,63.2,8.5,7.38,Medium,65.71,1,B
Tushar Tiwari,EE20240930,EE,8,86.0,43.0,87.8,31.4,22.2,3.45,Medium,68.91,1,B
Pooja Mehta,ECE20240931,ECE,5,80.4,37.5,29.8,37.4,20.8,10.0,None,66.66,1,B
Kavita Pandey,CSE20240932,CSE,5,99.4,39.6,47.3,46.0,16.5,4.0,Medium,65.98,1,B
Shruti Agarwal,ECE20240933,ECE,2,54.9,31.9,40.0,51.8,8.6,8.04,Medium,50.78,1,C
Jyoti Iyer,ME20240934,ME,4,100.0,11.3,23.4,81.1,12.8,4.41,None,44.93,1,D
Harsh Gupta,EE20240935,EE,2,88.8,25.7,64.1,32.4,0.0,5.09,None,52.33,1,C
Aman Thakur,CSE20240936,CSE,3,67.7,40.7,100.0,50.1,15.8,7.62,None,72.18,1,B
Jyoti Sharma,CSE20240937,CSE,1,92.4,27.4,100.0,79.0,16.8,8.05,Medium,76.86,1,B
Divya Gupta,CSE20240938,CSE,7,52.1,34.0,64.1,51.4,15.1,3.91,None,57.77,1,C
Megha Singh,CSE20240939,CSE,6,57.2,24.2,86.6,68.1,0.0,8.16,Low,58.41,1,C
Pooja Pillai,CSE20240940,CSE,1,61.0,15.6,67.1,54.9,3.9,8.08,Low,54.71,1,C
Megha Mehta,ECE20240941,ECE,1,62.5,26.5,73.0,63.6,8.0,4.51,Medium,55.78,1,C
Ankita Agarwal,EE20240942,EE,2,53.0,31.7,54.5,53.0,16.3,9.08,Medium,70.89,1,B
Rashmi Tiwari,ME20240943,ME,6,94.0,20.1,66.3,72.7,16.3,3.58,Medium,61.05,1,C
Karan Joshi,ME20240944,ME,6,67.3,25.2,73.8,24.0,12.6,5.08,Medium,64.7,1,C
Nisha Jain,ME20240945,ME,6,78.3,16.7,49.3,50.0,19.1,7.06,Low,56.53,1,C
Rahul Gupta,ME20240946,ME,2,61.7,41.4,60.3,64.5,5.8,4.66,Low,59.63,1,C
Komal Kapoor,ECE20240947,ECE,1,39.2,24.5,60.7,69.7,18.9,6.67,High,52.88,1,C
Mohit Tiwari,CE20240948,CE,2,76.9,45.4,80.2,90.8,17.8,6.63,Low,71.41,1,B
Bhavna Mehta,EE20240949,EE,5,37.6,46.3,38.5,49.4,17.0,5.86,Low,52.44,1,C
Jyoti Rajput,CSE20240950,CSE,5,70.8,27.0,60.9,90.5,12.5,7.7,Medium,62.15,1,C
Sneha Tiwari,CE20240951,CE,2,47.4,15.9,100.0,43.5,28.6,5.79,Low,57.26,1,C
Pankaj Verma,ME20240952,ME,6,100.0,3.0,87.6,87.2,17.9,6.62,High,62.49,1,C
Sneha Thakur,CE20240953,CE,8,88.4,10.3,91.7,76.0,6.3,8.26,Low,63.38,1,C
Sakshi Dubey,EE20240954,EE,1,73.9,11.5,62.5,37.9,16.0,7.62,Medium,58.93,1,C
Shruti Tiwari,CSE20240955,CSE,2,94.7,44.5,69.1,64.8,20.0,7.61,None,77.25,1,B
Ankita Gupta,CSE20240956,CSE,2,56.8,29.4,84.0,56.9,9.3,4.13,Low,66.61,1,B
Pooja Bhatia,EE20240957,EE,2,81.8,32.7,96.3,71.8,22.7,7.14,Low,68.93,1,B
Swati Dubey,EE20240958,EE,8,75.6,1.4,19.1,53.1,17.1,4.62,High,40.1,1,D
Komal Yadav,ME20240959,ME,8,76.8,13.6,33.1,51.2,0.0,3.89,High,40.94,1,D
Nisha Iyer,CSE20240960,CSE,3,94.9,38.6,90.8,88.1,16.4,6.07,Low,83.5,1,A
Megha Kapoor,CE20240961,CE,5,85.2,31.4,55.9,55.8,10.8,4.57,High,50.85,1,C
Sonal Saxena,ECE20240962,ECE,7,77.2,26.2,47.2,76.2,18.3,7.62,Medium,57.34,1,C
Vikram Pandey,ECE20240963,ECE,6,42.2,34.8,34.4,53.0,21.6,7.67,High,58.32,1,C
Preeti Tiwari,EE20240964,EE,4,54.7,47.6,49.8,94.7,15.6,2.78,High,75.24,1,B
Sonal Mishra,ME20240965,ME,8,69.8,25.3,31.1,43.1,27.3,4.71,None,52.76,1,C
Priya Bhatia,ECE20240966,ECE,7,73.7,28.8,100.0,44.5,12.6,3.57,Medium,54.06,1,C
Siddharth Singh,CSE20240967,CSE,8,51.7,30.3,61.5,91.5,19.0,5.37,Medium,56.76,1,C
Rajat Gupta,EE20240968,EE,6,100.0,50.0,60.7,48.2,20.4,7.02,None,85.33,1,A
Aarti Kumar,CE20240969,CE,4,99.3,2.8,74.9,93.2,13.2,5.76,Low,55.81,1,C
Vikram Gupta,EE20240970,EE,3,82.8,36.2,83.2,77.6,20.2,5.14,High,69.83,1,B
Divya Khanna,CE20240971,CE,2,73.3,26.6,82.8,54.6,9.2,8.54,High,74.07,1,B
Shruti Mishra,EE20240972,EE,3,68.2,34.8,85.6,18.1,10.6,2.05,Medium,58.88,1,C
Aditya Rajput,EE20240973,EE,8,54.9,20.1,48.1,57.6,3.5,8.43,High,59.78,1,C
Manish Nair,EE20240974,EE,3,73.4,27.4,55.4,60.2,15.9,5.22,High,55.77,1,C
Sneha Pillai,CE20240975,CE,7,76.6,36.5,78.9,83.7,16.6,6.06,None,63.57,1,C
Rajat Chauhan,CE20240976,CE,1,49.6,50.0,50.4,92.9,23.4,5.25,Low,71.31,1,B
Rajat Gupta,EE20240977,EE,8,78.0,37.7,61.9,42.9,20.3,8.98,None,70.39,1,B
Komal Saxena,ECE20240978,ECE,8,69.2,17.8,70.8,75.6,11.7,3.98,None,55.42,1,C
Ankita Chauhan,ME20240979,ME,7,37.7,22.9,79.3,74.8,4.6,6.22,Low,60.48,1,C
Divya Iyer,ME20240980,ME,5,56.5,22.6,22.9,81.6,17.5,7.15,Medium,46.21,1,D
Swati Srivastava,ME20240981,ME,4,64.6,6.5,77.7,69.0,22.9,3.3,High,56.15,1,C
Rajat Rajput,CE20240982,CE,2,100.0,24.0,56.9,15.3,20.0,4.54,High,52.16,1,C
Mohit Iyer,CE20240983,CE,7,82.0,36.8,77.6,54.6,22.7,5.93,Medium,74.98,1,B
Tushar Verma,ECE20240984,ECE,4,48.0,12.7,79.1,32.6,12.3,4.6,High,43.31,1,D
Sonal Mishra,ME20240985,ME,6,80.7,40.6,97.4,53.5,10.3,4.73,Medium,66.18,1,B
Sakshi Patel,ME20240986,ME,4,44.1,33.9,91.8,79.6,8.1,5.57,High,61.81,1,C
Harsh Agarwal,EE20240987,EE,6,91.5,19.2,91.6,64.7,13.6,7.37,Low,59.07,1,C
Amit Joshi,CE20240988,CE,7,63.5,26.3,93.8,83.3,13.4,5.58,Low,64.84,1,C
Siddharth Khanna,ME20240989,ME,8,70.3,47.2,68.4,65.5,15.7,8.14,High,73.02,1,B
Megha Dubey,ECE20240990,ECE,8,95.9,36.8,62.7,29.4,13.0,4.4,Low,65.68,1,B
Kavita Khanna,ECE20240991,ECE,5,48.8,28.1,81.2,2.5,12.9,3.95,Medium,50.22,1,C
Arjun Dubey,ME20240992,ME,7,46.9,25.1,78.1,61.3,7.8,9.67,Low,68.24,1,B
Rashmi Iyer,CE20240993,CE,6,61.5,28.9,55.2,53.3,21.5,5.02,Medium,59.26,1,C
Manish Jain,ECE20240994,ECE,4,90.7,21.9,70.9,36.5,14.6,3.84,High,60.21,1,C
Vivek Patel,EE20240995,EE,4,44.7,2.7,61.2,20.6,12.6,3.06,None,37.3,0,F
Preeti Sharma,ECE20240996,ECE,6,21.0,50.0,43.2,41.8,8.0,8.14,High,56.02,1,C
Komal Patel,CSE20240997,CSE,3,63.9,29.9,90.4,53.7,3.3,5.59,None,51.11,1,C
